gene_symbol_DLV,gene_symbol_original,gene_name,aeid,aenm,signal_direction,analysis_direction,assay_component_endpoint_desc,gene_direction
ESRRG,ESRRG,estrogen-related receptor gamma,1422,ATG_ERRg_TRANS_dn,loss,negative,ATG_ERRg_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
ESRRG,ESRRG,estrogen-related receptor gamma,119,ATG_ERRg_TRANS_up,gain,positive,"Data from the assay component ATG_ERRg_TRANS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_ERRg_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ESRRG. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""nuclear receptor"" intended target family, where the subfamily is ""steroidal"".",Activation
ETS1,ETS1,v-ets avian erythroblastosis virus E26 oncogene homolog 1,1423,ATG_Ets_CIS_dn,loss,negative,ATG_Ets_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
ETS1,ETS1,v-ets avian erythroblastosis virus E26 oncogene homolog 1,76,ATG_Ets_CIS_up,gain,positive,"Data from the assay component ATG_Ets_CIS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_Ets_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ETS1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""dna binding"" intended target family, where the subfamily is ""winged helix-turn-helix"".",Activation
FOXA2,FOXA2,forkhead box A2,1425,ATG_FoxA2_CIS_dn,loss,negative,ATG_FoxA2_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
FOXA2,FOXA2,forkhead box A2,77,ATG_FoxA2_CIS_up,gain,positive,"Data from the assay component ATG_FoxA2_CIS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_FoxA2_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene FOXA2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""dna binding"" intended target family, where the subfamily is ""forkhead box protein"".",Activation
FOXO1,FOXO1,forkhead box O1,1426,ATG_FoxO_CIS_dn,loss,negative,ATG_FoxO_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
FOXO3,FOXO3,forkhead box O3,1426,ATG_FoxO_CIS_dn,loss,negative,ATG_FoxO_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
FOXO1,FOXO1,forkhead box O1,78,ATG_FoxO_CIS_up,gain,positive,"Data from the assay component ATG_FoxO_CIS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_FoxO_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene FOXO1 and FOXO3. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""dna binding"" intended target family, where the subfamily is ""forkhead box protein"".",Activation
FOXO3,FOXO3,forkhead box O3,78,ATG_FoxO_CIS_up,gain,positive,"Data from the assay component ATG_FoxO_CIS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_FoxO_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene FOXO1 and FOXO3. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""dna binding"" intended target family, where the subfamily is ""forkhead box protein"".",Activation
NR1H4,NR1H4,"nuclear receptor subfamily 1, group H, member 4",1427,ATG_FXR_TRANS_dn,loss,negative,ATG_FXR_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
NR1H4,NR1H4,"nuclear receptor subfamily 1, group H, member 4",120,ATG_FXR_TRANS_up,gain,positive,"Data from the assay component ATG_FXR_TRANS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_FXR_TRANS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene NR1H4. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""nuclear receptor"" intended target family, where the subfamily is ""non-steroidal"".",Activation
GATA1,GATA1,GATA binding protein 1 (globin transcription factor 1),1429,ATG_GATA_CIS_dn,loss,negative,ATG_GATA_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
GATA1,GATA1,GATA binding protein 1 (globin transcription factor 1),79,ATG_GATA_CIS_up,gain,positive,"Data from the assay component ATG_GATA_CIS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_GATA_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene GATA1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""dna binding"" intended target family, where the subfamily is ""GATA proteins"".",Activation
NR6A1,NR6A1,"nuclear receptor subfamily 6, group A, member 1",1430,ATG_GCNF_TRANS2_dn,loss,negative,ATG_GCNF_TRANS2_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
NR6A1,NR6A1,"nuclear receptor subfamily 6, group A, member 1",1349,ATG_GCNF_TRANS2_up,gain,positive,inducible reporter assay using RT-PCR and Capillary electrophoresis to monitor transcription factor in HepG2 cell line: AEID1349 -- ATG_GCNF_TRANS2_up,Activation
GLI1,GLI1,GLI family zinc finger 1,1431,ATG_GLI_CIS_dn,loss,negative,ATG_GLI_CIS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
GLI1,GLI1,GLI family zinc finger 1,80,ATG_GLI_CIS_up,gain,positive,"Data from the assay component ATG_GLI_CIS was analyzed into 1 assay endpoint. 
This assay endpoint, ATG_GLI_CIS_up, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene GLI1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a reporter gene function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""dna binding"" intended target family, where the subfamily is ""zinc finger"".",Activation
ADORA2A,ADORA2A,adenosine A2a receptor,1745,ATG_GPCR_ADORA2A_TRANS_dn,loss,negative,ATG_GPCR_ADORA2A_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
ADORA2A,ADORA2A,adenosine A2a receptor,1746,ATG_GPCR_ADORA2A_TRANS_up,gain,positive,inducible reporter assay using RT-PCR and Capillary electrophoresis to monitor transcription factor in HepG2 cell line: AEID1746 -- ATG_GPCR_ADORA2A_TRANS_up,Activation
ADORA2B,ADORA2B,adenosine A2b receptor,1747,ATG_GPCR_ADORA2B_TRANS_dn,loss,negative,ATG_GPCR_ADORA2B_TRANS_dn was not developed or optimized to detect loss of signal. Use data with caution.,Activation
ADORA2B,ADORA2B,adenosine A2b receptor,1748,ATG_GPCR_ADORA2B_TRANS_up,gain,positive,inducible reporter assay using RT-PCR and Capillary electrophoresis to monitor transcription factor in HepG2 cell line: AEID1748 -- ATG_GPCR_ADORA2B_TRANS_up,Activation
